"P0. Município","1. Tipo da Categoria. Selecionar conforme itens abaixo; se o atrativo possuir mais de uma categoria, registrar um formulário para cada categoria.","2. Situação. Selecionar opção ATIVO ou INATIVO.","3. Nome do Atrativo. Informar o nome pelo qual o atrativo é mais conhecido pela comunidade local ou visitantes.","4. Endereço. Informar com maior detalhamento possível (rua, número, bairro/distrito e CEP).","5. Bairro. Informar o bairro ou, quando aplicável, o distrito onde se encontra o atrativo.","6. Bairro. Informar o bairro ou, quando aplicável, o distrito onde se encontra o atrativo.","7.1 Coordenadas. Informar latitude em formato decimal (ex.: -8.173980914932773).","7.2 Coordenadas. Informar longitude em formato decimal (ex.: -34.91794704663379).","8. Acessibilidade para pessoas com deficiência? Adaptado: estrutura adequada; Não Adaptado: sem adaptação; Semiadaptado: algumas adaptações, sem atender todos os padrões.","9. Descreva as adaptações. Informar com maior detalhamento possível as adaptações existentes.","10. Localidade mais próxima do atrativo. Informar o nome da localidade, podendo ser comunidade, povoado, bairro/distrito.","11.1.1 A partir da localidade mais próxima: nome da localidade de referência (sede, distrito, vila, povoado ou rodovia) e acesso mais usado.","11.1.2 A partir da localidade mais próxima: rodovias, estradas vicinais e referências para chegar ao atrativo.","11.1.3 A partir da localidade: estado de conservação. Bom: acesso o ano todo; Regular: restringe em algum período; Ruim: dificulta acesso ao atrativo.","11.1.4 A partir da localidade mais próxima: distância em km até o atrativo; se for rodovia, indicar distância da rodovia ao atrativo.","11.2.1 A partir do Recife: rodovias, estradas vicinais e referências para chegar ao atrativo.","11.2.2 A partir do Recife: estado de conservação. Bom: acesso o ano todo; Regular: restringe em algum período; Ruim: dificulta acesso ao atrativo.","11.2.3 A partir do Recife: distância em km desde o Marco Zero até o atrativo.","12. Distância da Sede do Município (km). Informar a distância do atrativo para a sede do município em quilômetros.","13. Transporte. Informar o tipo de transporte mais utilizado desde a localidade em referência (ônibus intermunicipais, urbanos, carro de aluguel ou alternativo coletivo).","14. Dias e horários de visitação. Informar os dias e horários de visitação.","15. DDD / Telefone. Informar o DDD + Telefone no padrão (XX) XXXXX-XXXX.","16. Site / Rede Social. Informar o link de acesso ao site oficial e/ou nomes dos perfis das redes sociais (ex.: Instagram, Facebook, LinkedIn).","17. E-mail. Informar o e-mail do atrativo.","18.1.1 Categorias arquitetura/religioso/histórico: ano de construção ou período aproximado do atrativo.","18.1.2 Categorias arquitetura/religioso/histórico: estilo e detalhes construtivos que diferenciam o atrativo.","18.1.3 Categorias arquitetura/religioso/histórico: indicar se o atrativo faz parte de algum conjunto.","18.1.4 Categorias arquitetura/religioso/histórico: manifestações artísticas incorporadas (pintura, mural, vitral, pedra lavrada, mobiliário etc.).","18.1.5 Categorias arquitetura/religioso/histórico: estado de conservação. Bom: original bem conservado/restaurado; Regular: pequenas obras; Ruim: estrutura ameaçada/sem uso.","18.1.6 Categorias arquitetura/religioso/histórico: utilização atual do atrativo.","18.1.7 Categorias arquitetura/religioso/histórico: situação e ambiência do espaço físico e paisagem natural e/ou artificial.","18.1.8 Categorias arquitetura/religioso/histórico: características históricas do sítio, formação, evolução e data de povoamento ou fundação.","18.1.9 Categorias arquitetura/religioso/histórico: características cronológicas do sítio.","18.1.10 Categorias arquitetura/religioso/histórico: artefatos, restos, achados ou vestígios encontrados, conforme qualidades científicas/culturais.","18.1.11 Categorias arquitetura/religioso/histórico: instituição que efetua ou efetuou estudos no local, se houver.","18.1.12 Categorias arquitetura/religioso/histórico: elementos que se destacam no sítio.","18.2.1 Museus/bibliotecas/arquivos/institutos: tema da montagem do circuito expositivo permanente.","18.2.2 Museus/bibliotecas/arquivos/institutos: data de fundação/inauguração no padrão DIA/MÊS/ANO.","18.2.3 Museus/bibliotecas/arquivos/institutos: ano de construção ou período aproximado.","18.2.4 Museus/bibliotecas/arquivos/institutos: estilo e detalhes construtivos que diferenciam o atrativo.","18.2.5 Museus/bibliotecas/arquivos/institutos: indicar se faz parte de algum conjunto.","18.2.6 Museus: existência de visitas guiadas e folhetos/guias especializados.","18.2.7 Museus: idiomas disponíveis em visitas guiadas ou folhetos/guias especializados.","18.2.7 Museus: idiomas disponíveis em visitas guiadas ou folhetos/guias especializados.","18.2.7 Museus: idiomas disponíveis em visitas guiadas ou folhetos/guias especializados.","18.2.7 Museus: idiomas disponíveis em visitas guiadas ou folhetos/guias especializados.","18.2.7 Museus: idiomas disponíveis em visitas guiadas ou folhetos/guias especializados.","18.2.8 Museus/bibliotecas/arquivos/institutos: horário de funcionamento, incluindo finais de semana e feriados.","18.2.9 Museus/bibliotecas/arquivos/institutos: elementos e aspectos interessantes que se destacam no atrativo.","18.3.1 Artesanato/moda/produção artesanal ou industrial: período de construção, estilo e valor histórico do atrativo.","18.3.2 Artesanato/moda/produção artesanal ou industrial: processos e técnicas empregadas, artesanais ou mecânicas.","18.3.3 Artesanato/moda/produção artesanal ou industrial: principais matérias-primas utilizadas, especialmente locais/tradicionais.","18.3.4 Artesanato/moda/produção artesanal ou industrial: peculiaridades que outorgam interesse turístico.","18.3.5 Artesanato/moda/produção artesanal ou industrial: estado atual, utilização e equipamentos/infraestrutura incorporados.","18.4.1 Comunidades quilombolas/aldeamentos indígenas: período de construção, estilo e valor histórico.","18.4.2 Comunidades quilombolas/aldeamentos indígenas: atividade desenvolvida, técnicas ou métodos empregados e instalações.","18.4.3 Comunidades quilombolas/aldeamentos indígenas: peculiaridades que outorgam interesse turístico.","18.4.4 Comunidades quilombolas/aldeamentos indígenas: estado atual, utilização e equipamentos/infraestrutura incorporados.","18.4.5 Comunidades quilombolas/aldeamentos indígenas: formação, evolução e data de povoamento ou fundação do sítio.","18.4.6 Comunidades quilombolas/aldeamentos indígenas: características cronológicas do sítio.","18.4.7 Comunidades quilombolas/aldeamentos indígenas: artefatos, restos, achados ou vestígios encontrados.","18.4.8 Comunidades quilombolas/aldeamentos indígenas: instituição que efetua ou efetuou estudos no local, se houver.","18.5.1 Centros de pesquisa/espaços culturais, ambientais e científicos: temas de pesquisa ou atuação.","18.5.2 Centros de pesquisa/espaços culturais, ambientais e científicos: peculiaridades incorporadas (pintura, mural, vitral, relevo, mobiliário etc.).","18.5.3 Centros de pesquisa/espaços culturais, ambientais e científicos: situação atual, estado e equipamentos incorporados.","18.6.1 Zoológicos, bioparques, aquários, jardins botânicos/hortos: tema, organização, coleções e espécies principais ou peculiares.","18.6.2 Zoológicos, bioparques, aquários, jardins botânicos/hortos: período de construção, estilo e valor histórico.","18.6.3 Zoológicos, bioparques, aquários, jardins botânicos/hortos: situação atual, equipamentos, serviços e paisagem circundante.","18.7.1 Praças/parques, coretos, ruas turísticas e miradouros: peculiaridades que outorgam interesse turístico.","18.7.2 Praças/parques, coretos, ruas turísticas e miradouros: estado de conservação e manutenção (bem conservado, deterioração, reforma).","18.7.3 Praças/parques, coretos, ruas turísticas e miradouros: presença de população residente no entorno ou ocupação urbana.","18.7.4 Praças/parques, coretos, ruas turísticas e miradouros: existência de comércio informal, como barraqueiros ou ambulantes.","18.7.5 Praças/parques, coretos, ruas turísticas e miradouros: elementos que se destacam no sítio.","18.8.1 Trens/trilhos históricos, teleféricos, açudes/barragens/bicas/cacimbas/canais: período de construção, estilo e valor histórico.","18.8.2 Trens/trilhos históricos, teleféricos, açudes/barragens/bicas/cacimbas/canais: estado de conservação e limpeza.","18.8.3 Trens/trilhos históricos, teleféricos, açudes/barragens/bicas/cacimbas/canais: população residente no entorno.","18.8.4 Trens/trilhos históricos, teleféricos, açudes/barragens/bicas/cacimbas/canais: equipamentos e serviços turísticos existentes.","18.8.5 Trens/trilhos históricos, teleféricos, açudes/barragens/bicas/cacimbas/canais: comércio informal, como barraqueiros ou ambulantes.","18.8.6 Trens/trilhos históricos, teleféricos, açudes/barragens/bicas/cacimbas/canais: descrição reduzida do atrativo e outras informações convenientes.","18.8.7 Trens/trilhos históricos, teleféricos, açudes/barragens/bicas/cacimbas/canais: peculiaridades que outorgam interesse turístico.","18.8.8 Trens/trilhos históricos, teleféricos, açudes/barragens/bicas/cacimbas/canais: referências históricas, formação e evolução.","18.9.1 Comunidades tradicionais/marisqueiras/pescadores artesanais: organização comunitária, costumes, tradições e práticas cotidianas.","18.9.2 Comunidades tradicionais/marisqueiras/pescadores artesanais: técnicas tradicionais de pesca, artesanato, cultivo, rituais ou gastronomia.","18.9.3 Comunidades tradicionais/marisqueiras/pescadores artesanais: peculiaridades que outorgam interesse turístico.","20.1 Fonte/origem das informações inseridas nos campos anteriores (pessoa, órgão ou entidade).","20.2 Contatos da fonte, se disponíveis (nome do responsável, telefone e e-mail).","21.  Pesquisador: ","************** Pesquisador: ","Pesquisador","Nro. Identificação","Data Início","Data Fim","Latitude","Longitude"
"Orocó ","Aldeamentos indígenas","ATIVO","Aldeia ilha da tapera truka","Ilha da tapera truka, zona rural, Orocó - cep 56170000","Zona rural","Zona rural","8.607829","-39581649","Não Adaptado","999","Orocó","Orocó BR428","BR 428","Bom",3,"BR 232 BR 116 BR 428","Bom",568,3,"Ônibus intermunicipal, carro de aluguel e carro próprio","Agendamento prévio","87999644858","999","999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2003 , organização comunitária, e valor histórico de resistência cultural","Agricultura familiar e artesanato","Artesanato , grafismo indígena e o espaço Jurema","999","Desde 2003","999","999","999",,,,,,,,,,,,,,,,,,,,,,,"Larissa Aparecida dos Santos","87991989174","Catarina Bezerra de Menezes | 1342687289",,"Catarina Bezerra de Menezes | 1342687289",3396427,21/05/2026 13:34:08,21/05/2026 13:48:36,-8.60710495,-39.58214843
"Orocó ","Comunidades Quilombolas","ATIVO","Comunidade Quilômbola de Remanso 1","Zona rural.","Zona Rural","Zona rural","8.581531","-39.475721","Não Adaptado","999","Orocó","428","Br 232, BR116, BR 428","Bom",24,"544","Bom",568,24,"Onibus,carro propio e carro de aluguel.","Mediante a agendamento previo.","999","999","999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.626.","Pesca,agricultura familia,e artesanato.","Cultura viva.","999","Por volta de mais ou menos 400 anos.","999","999","999",,,,,,,,,,,,,,,,,,,,,,,"Joab da Silva Perreira.","(87)98113-0477","Wylyana Dias dos Santos | 1295901459 ",,"Wylyana Dias dos Santos | 1295901459",3398109,22/05/2026 13:01:24,22/05/2026 13:19:26,-8.61919435,-39.60083915
"Orocó ","Comunidades Quilombolas","ATIVO","Teritorio Quilombola aguas do velho chico.","Comuninade Quilombola viturino.","Zona Rural","Zona Rural","8.583484","-39.514833","Não Adaptado","999","Comunidade Quilombola Viturino.","Oroco Br 428","Br 232, br 116, br 428.","Bom",18,"550","Bom",568,18,"Ônibus,carro propio e carro de aluguel .","Agendamento previo.","999","999","999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"999","999","Comunidade mantem a cultura propia muito viva.","999","1.626","Sim","999","999",,,,,,,,,,,,,,,,,,,,,,,"Joab da Silva perreira.","(87)98113-0477","Wylyana Dias dos Santos | 1295901459 ",,"Wylyana Dias dos Santos | 1295901459",3398110,22/05/2026 13:20:35,22/05/2026 13:38:13,-8.61929166,-39.60082792
"Orocó ","Comunidades Quilombolas","ATIVO","Território quilombola Águas do Velho Chico","Comunidade quilombola Caatiguinha, zona rural - Orocó","Zona rural","Zona rural","8.548510","-39.479775","Não Adaptado","999","Orocó","Orocó","BR 428","Bom",22,"BR 232 BR 116 BR 428","Bom",568,22,"Ônibus intermunicipal, carro de aluguel e alternativo","Agendamento prévio","999","999","999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Por volta do ano de 1626","Agricultura familiar, pesca e artesanato","999","999","1626","999","999","999",,,,,,,,,,,,,,,,,,,,,,,"Joab Pereira.","Joab Pereira (87)99300049","Wylyana Dias dos Santos | 1295901459 ",,"Catarina Bezerra de Menezes | 1342687289",3398192,22/05/2026 12:30:50,22/05/2026 12:57:59,-8.61928270,-39.60093180
"Orocó ","Comunidades Quilombolas","ATIVO","Comunidade mata de São José","Comunidade quilombola mata de São José","Zona rural","Zona rural","8.554186","-39.465647","Não Adaptado","999","Orocó","Orocó , BR 428","BR 428","Bom",26,"BR 232 BR 116 BR 428","Bom",568,26,"Ônibus intermunicipal, carro de aluguel e próprio","Agendamento prévio","999","999","999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1626","Agricultura familiar, pesca e artesanato","999","999","1626","999","999","999",,,,,,,,,,,,,,,,,,,,,,,"Joabe a Silva Pereira","87999300049","Catarina Bezerra de Menezes | 1342687289",,"Catarina Bezerra de Menezes | 1342687289",3398193,22/05/2026 12:58:49,22/05/2026 13:09:32,-8.61928270,-39.60093180
"Orocó ","Comunidades Quilombolas","ATIVO","Territorio quilombola Águas do velho Chico","Comunidade quilombola umburana","Zona rural, Orocó","Zona rural","8.566491","-39.496856","Não Adaptado","999","Orocó","Orocó","BR 428","Bom",20,"BR 232 BR 116 BR 428","Bom",548,20,"Ônibus intermunicipal, carro próprio e de aluguel","Agendamento prévio","999","999","999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1626","Agricultura familiar, pesca e artesanato","999","999","1626","999","999","999",,,,,,,,,,,,,,,,,,,,,,,"Joabe da Silva Pereira","87999300049","Catarina Bezerra de Menezes | 1342687289",,"Catarina Bezerra de Menezes | 1342687289",3398194,22/05/2026 13:20:26,22/05/2026 13:28:01,-8.61928080,-39.60092870
"Manari ","Comunidades Quilombolas","ATIVO","Comunidade quilombola do Sítio Caruá","Sítio Caruá, Zona Rural, 56565000","Zona rural","Zona rural","8°53'31'S","37°31'13'W","Não Adaptado","Não tem adaptação","1° Distrito de Santa Luzia","1° distrito de Santa Luzia, antigo Cercadinho","Estrada de Cercadinho ao povoado Jiral","Bom",4,"BR 232 até Arcoverde, PE 270 até Itaíba, PE 300, até a entrada do 1° distrito de Santa Luzia.","Bom",355,18,"Carro, moto, cavalo, à pé, bicicleta, carro de boi, caminhão, ônibus, entre outros.","De sexta à domingo, das 7:00 às 16:00","87 99176-7763","@quilombolacarua","rosilenerosalva8@gmail.com",,,,,,,,,,,,,"999","999","999","999","999","999","E | Espanhol",,,,,"999","999","999","999","999","999","999","Início dos trabalhos para a formação em 2023, e reconhecimento pela Fundação Palmares em Março de 2026","Trabalhos na agricultura e pecuária, e festejos culturais no dia das crianças, samba rodado e forró.","Espaço de visitas e apresentação do samba rodado e forró.","Comunidade quilombola reconhecida, conta com espaço para ensaios de samba rodado e forró.","Início em 2023, e reconhecimento pela Fundação Palmares em Março de 2026.","Início 2023, cadastro de CNPJ em 2025, e reconhecimento 2026","Palmatória, ferro de brasa, máquina de plantar, pilão e mão de pilão, baú, dinheiro antigo entre outros.","Fundação Palmares","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","Rosilene Rosalva da Silva - Presidente da comunidade quilombola","87 99176-7763","Marciano Rodrigues de Oliveira | 1323221000",,"Marciano Rodrigues de Oliveira | 1323221000",3399048,22/05/2026 17:00:57,22/05/2026 17:48:08,-8.89182410,-37.52023550
"Trindade","Aldeamentos indígenas","ATIVO","Aldeia indígena Atikum","Lagoa do Gado, aldeia Atikum Santíssima Trindade 56250-000","-zona rural","Lagoa do Gado, Aldeia Atikum, Santíssima Trindade","-7.7746543","40.264301","Semiadaptado","Estrada de fácil, acesso até a aldeia","Próximo a Barra de São Pedro","Próximo ao alto sítio alto Alegre","Estrada da lagoa do bairro","Bom",4,"648","Regular",648,14,"Carro, moto, ônibus.","Sábados e domingo","87 9 96395427","Atikunumantrinade","associaçãoatikun2023@gamil.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Início da aldeia 2020, união dos filhos da indígena Sônia dentro da aldeia após seu falecimento.","Pinturas, artesanatos, difusão das línguas, plantação e proteção ambiental, 46 mil mudas nativas, criação de pequenos animais, agricultura sustentável sem agrotóxicos. Rituais, culto da Jurema, Coracicora. Danças.","Medicina natural, rituais de proteção, a língua nativa, artesanato, cultura em geral, ritual sagrada Toré. Gráfismo.","Bem organizado, bom estado, conservação do meio ambiente, comunidade com 19 famílias.","2023","Muita dificuldade no início, vivenciaram um incêndio em 2022 e recomeçaram.","Louças de barro antigas, 200 anos, machados, pedras com fósseis. Pé de árvore com feitos sobrenatural","Funai",,,,,,,,,,,,,,,,,,,,,,,"Cacique da aldeia, Dedé Gavião( Wedson) Guiará, Takamara.","87 9 9914-1730 contato da pagé, mãe da aldeia.","CICERO ANDERSON DOS SANTOS OLIVEIRA | 1295889182 ",,"CICERO ANDERSON DOS SANTOS OLIVEIRA | 1295889182",3399597,23/05/2026 11:23:32,23/05/2026 12:24:39,-7.83682350,-40.30347090
"Manari ","Igrejas, Capelas, Conventos, Catedrais, Mosteiros e Espaços Religiosos","ATIVO","Igrejinha do Cedro","Sítio Cedro, Zona Rural, 56565000","Zona rural","Zona rural","8°57'3'S","37°36'1'W","Não Adaptado","Não existe adaptação","Sítio Garrote","Sítio Garrote","Segue a estrada que liga Sítio Garrote à rodovia PE 300","Regular",5,"BR 232 até Arcoverde, PE 270 até Itaíba e PE 300 até a entrada do atrativo turístico.","Bom",355,3,"À pé, carro, moto, ônibus e bicicleta.","Domingo a domingo das 8:00 às 16:00","87999744266","Não tem","Não tem","Visitações e enterros.","Arquitetura característica datada de 1912","Não","Altar, modelo antigo da igreja, detalhes e datação.","Ruim","Visitação e enterros","Paisagem típica do Sertão com acréscimo da igrejinha.","Construída pelo irmãos da família Rocha no ano 1912.","Construção 1912.","Altar, imagens de Santos, túmulos.","Não há","A própria igreja",,,,,,,,,,,,,,"999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","Magda Vieira","87999744266","Marciano Rodrigues de Oliveira | 1323221000",,"Marciano Rodrigues de Oliveira | 1323221000",3402689,25/05/2026 17:00:16,25/05/2026 17:23:28,-8.96138740,-37.62419050
"Orocó ","Ruínas","ATIVO","Ruínas da ilha da vila","Ilha da vila , zona rural - Orocó","Zona rural","Zona rural","8.651615","-39.621528","Não Adaptado","999","Orocó","5 km , travessia fluvial","Travessia fluvial","Bom",5,"603","Bom",603,5,"Carro, barco, travessia fluvial","Agendamento prévio","999","999","999",,,,,,"Sítio arqueológico vila real de santa Maria.","Difícil acesso",,,"999","999","Ruínas de igrejas feitas de pedra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"999","999","Catarina Bezerra de Menezes | 1342687289",,"Catarina Bezerra de Menezes | 1342687289",3403157,26/05/2026 10:00:48,26/05/2026 10:10:18,-8.65129895,-39.62196707
"Orocó ","Igrejas, Capelas, Conventos, Catedrais, Mosteiros e Espaços Religiosos","ATIVO","Igreja de São Félix.","Ilha de São Félix,zona rural, Orocó.","Zona rural","Zona rural","8.6098212","39.5666945","Não Adaptado","999","Orocó","4.6km","4.6km","Bom",10,"602","Bom",586,4.6,"Travessia fluvial","Agendamento prévio.","999","999","999","Visitação e estudos.","999","999","Novenário, são Gonçalo,reizado.","Regular","Visitação e estudos.","Ótimo","1672","999","999","999","Valor histórico, estudos arqueológico.",,,,,,,,,,,,,,"1672, formação de comunidade indígena durante o período colonial.","999","Agricultura familiar, artesanato.","Comunidade indígena, manifestação culturais, previsão histórics.","Bom,Igreja em processo de tombamento.","1672,estilo chão maneirista arquitetonico,único aqui no sertão,valor histórico incalculável.","Turismo de contemplação, estudos arqueológico.","Aldeia indígena ao redor da igreja.","Não","1672","999","999","99","Arqueológico e religioso","999","999","999","1672 , estilo chão","999","Comunidade indígena","999","Sim","Nao","Agricultura familiar, artesanato e manifestações culturais","1672","Regular","Sim","Nao","Nao","999","Comunidade indígena, manifestação culturais e artesanato","999","999","Sim","Sim","999","999","Wylyana Dias dos Santos | 1295901459 ",,"Catarina Bezerra de Menezes | 1342687289",3403158,26/05/2026 10:12:10,26/05/2026 10:52:49,-8.66562100,-39.68164660
"Orocó ","Igrejas, Capelas, Conventos, Catedrais, Mosteiros e Espaços Religiosos","ATIVO","IGREJA MATRIZ DE SÃO SEBASTIÃO.","Avenida prefeito ulices de novas bione.","Centro","Centro","8.6190876","39601636","Semiadaptado","Rampas de acesso.","Oroco,centro,,Prefeitura,camara de vereadores.centro de atividades econômica.","Br 428","Br 428, br 11,br 232","Bom",2,"568km","Bom",568,0,"Onibus,carto proprio e carro de alugel.","Seguanda a sexta das 08:00 a 12:00 hrs","87 988564533","@paroquiasaosebastiaooroco.","999",,,,,,"999","Artficial.",,,"Não","Não","999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leidjane da Silva perreira araujo","87988671056","Wylyana Dias dos Santos | 1295901459 ",,"Wylyana Dias dos Santos | 1295901459",3403283,25/05/2026 20:08:08,25/05/2026 20:36:35,-8.61896644,-39.60165840
"Orocó ","Igrejas, Capelas, Conventos, Catedrais, Mosteiros e Espaços Religiosos","ATIVO","Calepa do Bom Jesus da lapa.","Prefito ulisses de novas bione,centro.56.170.000.","Centro","Centro","8.620315","39.600329","Semiadaptado","Rampa de acesso.","Orocó","Orocó,centro,br428.","Br428,br232,br116","Bom",1,"569","Bom",568,0,"Onibus,carro de propio.carro de aluguel.","Agendamento previo.","999","999","999",,,,,,"Apresenta estilo eclético Nouveau, linhas simples e altar original, característico do inicio do século XX, é utilizada para encontros e celebrações.","Artificial.",,,"Possui arquitetura Noveau, religiosa, fundada em 1918, pelo ourives Teodorico de Carvalho. No seu acervo está presente a imagem primitiva de São Sebastião e a chave original.  É monumento testemunha ondeFrei Damião de Bozzano pregou missões viu Lampião.","Departamento de Cultura","Sino, calçada em quartizo, altar original.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Danielson José dos Santos, pesquisador, Jornal Orocó.","Danielson José dos Santos, email dansevero.oro@gmail.com, (87) 991920290","Wylyana Dias dos Santos | 1295901459 ",,"Wylyana Dias dos Santos | 1295901459",3404009,26/05/2026 12:12:46,26/05/2026 12:45:51,-8.61920164,-39.60098483
"Araripina ","Museus","ATIVO","Teste","999","Teste","Teste","999","999","Adaptado","Teste","Centro","Sede","Teste","Regular",5,"Teste","Bom",200,50,"Teste","999","999","999","999",,,,,,,,,,,,,"Sertao","999","999","Teste","Não","Teste","I | Inglês","F | Francês","A | Alemão","E | Espanhol",,"999","Teste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teste","Teste","CICERO ANDERSON DOS SANTOS OLIVEIRA | 1295889182 ",,"José Rogildo da Silva | 1297047045",3408680,29/05/2026 16:44:31,29/05/2026 16:57:18,-3.21099081,-52.21601305
"Ibimirim ","Açudes, barragens, bicas, cacimbas e canais construídos","ATIVO","Açude poço da cruz ","Povoado poço da cruz, zona rural, 56580000","Poço da cruz/Zona rural ","Poço da cruz ","-8.5086979","-37.7055250","Não Adaptado","Não existe adaptação ","Povoado poço da cruz ","Bairro boa vista ","Br110","Regular",3,"BR 232 e BR 110","Bom",346.00,4,"Carro de aluguel ou alternativo coletivo ","7 dias ","999","999","999",,,,,,,,,,,,,"999","999","999","999","999","999","E | Espanhol",,,,,"999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","999","Dnocs ","87 38420903","José Lucas marques do Nascimento | 1356087793",,"Preenchimento via link",3418531,02/06/2026 16:05:08,02/06/2026 16:23:38,-8.53815052,-37.69507478
"Petrolândia ","Ecovilas, Agrovilas, Vilas e Fazendas","ATIVO","Serra do papagaio","Distruto ico mandantes","Zona rural","Agrovila 8","999","999","Não Adaptado","Não tem","Agrovila 8 mandantes ico","Agovila 8 ico mandanres","316 / rodovia capitao pedro texeira","Regular",5,"17 da rodovia mais proxima","Bom",450,48,"Vans , onibus e etc .","07: 00as 16:00","87 988731488","Instagram : serradopapagaio","999",,,,,,,,,,,,,"Trilhas","999","999","Trilhas, por do sol , turismo rural","999","Condutor de trilha","E | Espanhol",,,,,"08:00 as 18:00","Vegetacao caatinga , rio são franacisco  , e mirantes","999","Pscutura  de peixe","999","999","Restaurante e bar","999","999","9999","9999","9999","999","9999","9999","999","9999","9999","999","999","9999","999","9999","9999","999","9999","999","999","9999","9999","999","999","999","999","999","999","Pescadores","Pessoa","87 988731488","Marcio Gomes dos Santos | 1333434812",,"Marcio Gomes dos Santos | 1333434812",3426815,04/06/2026 14:31:52,04/06/2026 14:52:12,-8.98549777,-38.21883121
